x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-230.296999,-497.985375,0,apCAF,,,,
-652.1541481,-558.539566,0,apCAF,,,,
-118.9492582,-58.83612711,0,apCAF,,,,
-386.9449431,598.6457707204643,0,apCAF,,,,
-328.747318,-511.0261014,0,apCAF,,,,
-330.6421244,-210.3251026,0,apCAF,,,,
314.8817935377547,201.61217771373288,0,apCAF,,,,
274.8838634943254,-472.6045229,0,apCAF,,,,
74.03438516318829,-628.265257,0,apCAF,,,,
304.3409377699402,184.60668834813498,0,apCAF,,,,
766.3870898400958,-265.9910116,0,apCAF,,,,
243.27721893373337,626.7494118536858,0,apCAF,,,,
312.62076405281573,354.85265491833616,0,apCAF,,,,
-72.69369022,671.0942506956249,0,apCAF,,,,
-165.3799764,-37.59518815,0,apCAF,,,,
-213.578119,639.9334429348798,0,apCAF,,,,
-775.6031734,357.8461305744527,0,apCAF,,,,
-299.5609304,-767.5096432,0,apCAF,,,,
57.840955683026095,-173.6072576,0,apCAF,,,,
-228.434038,532.9644564572693,0,apCAF,,,,
-329.0498501,-304.7947359,0,apCAF,,,,
394.87765362461323,787.1073551129919,0,apCAF,,,,
193.78933415070082,372.41544028374324,0,apCAF,,,,
-131.4645341,241.9922535856026,0,apCAF,,,,
-288.1602465,128.38348333883994,0,apCAF,,,,
-71.97716679,-712.4169529,0,apCAF,,,,
783.7747250341342,-778.4644903,0,apCAF,,,,
586.2053317304437,32.46488040029783,0,apCAF,,,,
588.4504384725312,-696.7808195,0,apCAF,,,,
472.5647159979778,436.7433214045452,0,apCAF,,,,
615.0732645205462,768.4936687193735,0,apCAF,,,,
587.8772197298706,-721.6362211,0,apCAF,,,,
272.3680701237595,465.27687659476214,0,apCAF,,,,
355.81916540943325,399.2930302173852,0,apCAF,,,,
-512.3046976,298.50206796622797,0,apCAF,,,,
661.0103776476535,719.6108482,0,apCAF,,,,
322.3495599351943,-528.5411185,0,apCAF,,,,
479.02934959576123,-660.1266654,0,apCAF,,,,
307.06372679757806,501.166739,0,apCAF,,,,
378.9549107729297,363.10063571550813,0,apCAF,,,,
606.0609920664933,-692.5135244,0,apCAF,,,,
425.1786332713673,274.8727175743293,0,apCAF,,,,
203.1200614617875,-708.0859669,0,apCAF,,,,
-455.2853555,558.2338493628913,0,apCAF,,,,
326.0595590196367,-543.2855784,0,apCAF,,,,
66.04116825164306,764.9906652920033,0,apCAF,,,,
-790.9112984,-13.48815547,0,CAF,,,,
-30.6258036,294.56915048186215,0,CAF,,,,
127.31188274492172,-129.5490281,0,CAF,,,,
-542.9400549,-177.667557,0,CAF,,,,
-696.6422916,622.8961080835786,0,CAF,,,,
184.71337072524102,134.03605705118775,0,CAF,,,,
686.1683113533138,-4.619187701,0,CAF,,,,
-44.97219491,323.1663966,0,CAF,,,,
106.91484915191495,468.41365693654393,0,CAF,,,,
15.550150668954075,404.48384438703397,0,CAF,,,,
-84.01476038,620.8898424842664,0,CAF,,,,
621.4901298897748,262.8351239784565,0,CAF,,,,
-70.14605136,546.8809337096409,0,CAF,,,,
-121.3535924,274.2676533459653,0,CAF,,,,
674.2262542145509,347.5281932065618,0,CAF,,,,
134.23827588540416,138.0645109926636,0,CAF,,,,
340.6607142146306,-52.83325306,0,CAF,,,,
623.2575543463117,624.0425455688996,0,CAF,,,,
-721.7206116,-351.5757544,0,CAF,,,,
57.53842356884388,464.3055892808095,0,CAF,,,,
124.47763451732192,-376.0330875,0,CAF,,,,
-396.4826661,-139.341515,0,CAF,,,,
-662.3924717,-476.6011313,0,CAF,,,,
103.82583703868829,334.67853972525313,0,CAF,,,,
-75.5120157,494.90910104174554,0,CAF,,,,
-213.6577327,371.6193031,0,CAF,,,,
757.0404397861575,-7.119058329,0,CAF,,,,
196.75096432111388,249.4281744973389,0,CAF,,,,
61.264345396137855,409.770195,0,CAF,,,,
346.8546611839356,729.1485711328633,0,CAF,,,,
10.916632499114144,444.78430654464546,0,CAF,,,,
143.58492593934238,67.62229661681533,0,CAF,,,,
-13.90692361,459.38546173963914,0,CAF,,,,
586.8422414445113,522.5828281179718,0,CAF,,,,
314.6588751378313,-44.76042243,0,CAF,,,,
30.883752035125553,-288.6649974,0,CAF,,,,
-604.8795245,-519.7995327,0,CAF,,,,
-7.39452178,377.5266407391339,0,CAF,,,,
412.31305704720694,-419.6773256,0,CAF,,,,
101.75588046796929,424.29173649452855,0,CAF,,,,
-26.37443126,190.57771691751634,0,CAF,,,,
-770.6989686,-538.0310732,0,CAF,,,,
102.21764001066822,1.3518408681079563,0,CAF,,,,
302.01621731359455,-60.74685625,0,CAF,,,,
624.8179831457765,144.52914459044712,0,CAF,,,,
-63.09227628,204.30312125566763,0,CAF,,,,
-15.06928383,215.11466365196077,0,CAF,,,,
-383.3782487,614.4570543721861,0,CAF,,,,
351.10603352533485,-32.21330106,0,CAF,,,,
-88.87119695,592.4677464940112,0,CAF,,,,
605.8221509,-182.7628347,0,CAF,,,,
-182.5765386,-377.1636022,0,CAF,,,,
-436.1302958,-157.5730555,0,CAF,,,,
-282.4758273,485.94459681624767,0,CAF,,,,
-740.2228388,671.0146369813663,0,CAF,,,,
227.86400385330376,168.7476365,0,CAF,,,,
-512.7505344,223.4581809,0,CAF,,,,
698.1581367206313,-463.2897183,0,CAF,,,,
-104.9531672,351.14265583389397,0,CAF,,,,
4.722685529809269,189.1765155465681,0,CAF,,,,
-191.6684248,598.1521657,0,CAF,,,,
-439.9995223,278.9807852300637,0,CAF,,,,
-747.9931373,390.31260324903565,0,CAF,,,,
-313.6525578,363.7375454295759,0,CAF,,,,
-318.9866766,-443.8958175,0,CAF,,,,
794.8410313160546,63.768992846707874,0,CAF,,,,
-506.3814373,268.0418608909572,0,CAF,,,,
395.0209583102785,742.3644476997608,0,CAF,,,,
196.71911883541065,-178.8139945,0,CAF,,,,
704.5590793470083,648.6591060176024,0,CAF,,,,
749.9866647028616,-504.2111674,0,CAF,,,,
618.5603452,664.5022351550278,0,CAF,,,,
-13.55662326,334.0575527540375,0,CAF,,,,
576.7949907050986,296.73464350969107,0,CAF,,,,
106.59639429488129,-81.76487682,0,CAF,,,,
692.2030308941019,93.92666780779666,0,CAF,,,,
-603.3350185,415.4864596975476,0,CAF,,,,
-457.5623077,-282.2322093,0,CAF,,,,
-406.8483717,14.472180977895164,0,CAF,,,,
-546.2519854,196.18252240130903,0,CAF,,,,
552.9108764275734,377.9087866,0,CAF,,,,
-248.7196124,21.12788748989908,0,CAF,,,,
-618.7641563,-568.8256579,0,CAF,,,,
607.4781161802932,731.4414461035058,0,CAF,,,,
377.5537094019817,132.8896195658665,0,CAF,,,,
661.2332960475771,-253.4757357,0,CAF,,,,
-685.098303,512.7903412641863,0,CAF,,,,
254.42313892991183,148.33468013199945,0,CAF,,,,
648.1129559377896,-111.6518652,0,CAF,,,,
639.2917564,86.28375123898843,0,CAF,,,,
427.6148129276751,142.39549704832166,0,CAF,,,,
-117.5002886,-400.0764292,0,CAF,,,,
396.64507808115036,241.7215669571242,0,CAF,,,,
-192.7511713,693.4657044022401,0,CAF,,,,
130.83080891514385,247.39006341232357,0,CAF,,,,
164.87363313204332,376.58719891088435,0,CAF,,,,
-323.6201948,293.72524511072265,0,CAF,,,,
170.74912524431443,340.90433218026124,0,CAF,,,,
673.0638939863779,666.4129642972298,0,CAF,,,,
-21.51799469,546.3714059383869,0,CAF,,,,
-241.3473825,296.6709525382844,0,CAF,,,,
135.3687906278734,-18.56751044,0,CAF,,,,
0.29616301704129455,-25.60536278,0,CAF,,,,
-635.0849677,468.8117255078362,0,CAF,,,,
211.14512385903583,-13.8703013,0,CAF,,,,
-31.26271331,150.64347784549375,0,CAF,,,,
-497.2099374,532.8848427430107,0,CAF,,,,
694.9098971788881,251.40259461094774,0,CAF,,,,
-568.1616795,-116.6834519,0,CAF,,,,
-125.7641921,-256.0392973,0,CAF,,,,
128.18763360176422,-76.14414859,0,CAF,,,,
354.1632001528583,245.03349747027414,0,CAF,,,,
-96.75295466,-149.7868343,0,CAF,,,,
637.1581088558314,-612.2629004,0,CAF,,,,
-382.1681203,641.8441721,0,CAF,,,,
-198.1012129,-133.2271817,0,CAF,,,,
736.5637924788923,746.8865067,0,CAF,,,,
-703.2183844,-448.9910952,0,CAF,,,,
643.1928283966195,-39.18746243,0,CAF,,,,
626.1077253167632,0.093944183,0,CAF,,,,
-75.46424747,109.54687854529834,0,CAF,,,,
646.8232137668033,-224.1141979,0,CAF,,,,
710.0842711165426,538.6966438838756,0,CAF,,,,
-786.5946428,300.6675609940569,0,CAF,,,,
108.88926926552358,303.93172327865204,0,CAF,,,,
-700.2885997,431.6161982063031,0,CAF,,,,
-368.0128019,-41.49626015,0,CAF,,,,
642.9699099966961,-199.2906418,0,CAF,,,,
744.6366231046959,-241.1674555,0,CAF,,,,
-437.1652741,-94.6145303,0,CAF,,,,
44.816152030348576,-54.66436848,0,CAF,,,,
-469.0426053,-737.2245863,0,CAF,,,,
-279.5301199,111.52129865890697,0,CAF,,,,
187.64315540995096,-203.0484091,0,CAF,,,,
656.7908507919574,15.093167949110807,0,CAF,,,,
-716.0839606,342.2259198369511,0,CAF,,,,
-91.40291307,16.70136497713088,0,CAF,,,,
137.3272879986306,-209.6881929,0,CAF,,,,
-200.1234013,-398.786687,0,CAF,,,,
-148.0082639,552.1513616,0,CAF,,,,
677.5063392419977,712.8277597098877,0,CAF,,,,
-451.5435109,-545.8332172,0,CAF,,,,
-460.8583155,-43.21591637,0,CAF,,,,
109.68540640810784,660.6489313849204,0,CAF,,,,
12.699979698502716,504.2079828671285,0,CAF,,,,
123.72926560329279,-458.5288182,0,CAF,,,,
-371.8661057,-610.2566348,0,CAF,,,,
720.0996763702515,398.5287385605043,0,CAF,,,,
-269.2758735,46.36543490981762,0,CAF,,,,
89.16099087228758,395.50341741868465,0,CAF,,,,
-604.9591383,-585.7037653,0,CAF,,,,
614.1656681780003,-593.3148364,0,CAF,,,,
-164.6475302,676.3646786,0,CAF,,,,
-153.1513098,-204.8317563,0,CAF,,,,
560.9040933391184,-101.1110094,0,CAF,,,,
234.4878648796041,686.0457062333558,0,CAF,,,,
-185.3789414,654.4072161870604,0,CAF,,,,
-280.389948,-192.77824,0,CAF,,,,
-134.9038465,42.862431482447164,0,CAF,,,,
138.18711611262154,90.82173295171833,0,CAF,,,,
99.78146035436077,225.13006890566965,0,CAF,,,,
-634.6391309,72.1125101,0,CAF,,,,
707.5844004888279,-203.1439456,0,CAF,,,,
640.8999534,134.2430527082596,0,CAF,,,,
-425.8123584,-120.2979145,0,CAF,,,,
647.1735141095405,362.11342565870405,0,CAF,,,,
-263.1933857,373.6733369690264,0,CAF,,,,
79.75064984694257,330.5863948123704,0,CAF,,,,
-644.0653947,257.88315095158305,0,CAF,,,,
679.7196004983816,-236.2314052,0,CAF,,,,
636.1072078276204,704.7071608555291,0,CAF,,,,
-638.3013618,-225.8497769,0,CAF,,,,
124.07956594603002,367.00170771417083,0,CAF,,,,
-41.5488052,229.01521816148056,0,CAF,,,,
607.9876439515469,245.00165198457103,0,CAF,,,,
-512.4798478,191.31016308869357,0,CAF,,,,
-389.9384188,38.101531369793975,0,CAF,,,,
-161.2878314,596.3528957498218,0,CAF,,,,
714.0171886009084,286.8147747,0,CAF,,,,
-723.1695812,457.1881232261069,0,CAF,,,,
80.80155088,354.1679769757138,0,CAF,,,,
584.1512979025767,252.34203643919705,0,CAF,,,,
111.53244457890321,76.28426873,0,CAF,,,,
786.1312909761837,-240.6897732,0,CAF,,,,
-568.5915936,-656.8784259,0,CAF,,,,
-297.3635919,-401.2228667,0,CAF,,,,
-464.8549239,-433.0683524,0,CAF,,,,
-653.1572809,-520.4842106,0,CAF,,,,
-515.4255552,132.36416905176088,0,CAF,,,,
-311.1845326,-325.1917695,0,CAF,,,,
-299.9430762,645.4108664758592,0,CAF,,,,
84.43193624533762,159.94235967087695,0,CAF,,,,
-434.4902533,219.52526342187718,0,CAF,,,,
753.6329728158973,-130.5203154,0,CAF,,,,
106.7715444662499,244.95388375601578,0,CAF,,,,
512.8651781555891,296.5276478526191,0,CAF,,,,
-230.4562264,-118.7056402,0,CAF,,,,
-505.3942272,-558.4121841,0,CAF,,,,
51.94954082790298,563.9023458180907,0,CAF,,,,
-171.9242237,233.18697678862168,0,CAF,,,,
-51.27760108,629.5199691098787,0,CAF,,,,
192.16521437982908,109.89717888803523,0,CAF,,,,
-762.626138,576.7042310708443,0,CAF,,,,
-96.59372724,-783.0980085,0,CAF,,,,
-248.5763078,481.51807430347935,0,CAF,,,,
-331.040193,40.10779696910595,0,CAF,,,,
112.24896800722877,116.58473088574237,0,CAF,,,,
80.14871842,95.12087352167282,0,CAF,,,,
-414.2842926,-462.4935811,0,CAF,,,,
-42.69524268,511.4687536074964,0,CAF,,,,
743.4901856193746,93.70374940787315,0,CAF,,,,
-405.7497024,-529.560174,0,CAF,,,,
-312.9519571,-107.0661152,0,CAF,,,,
664.8955269034645,-610.7183944,0,CAF,,,,
-446.4960014,636.8603535645052,0,CAF,,,,
663.7490894181431,105.27958346104697,0,CAF,,,,
0.21654930278282336,273.6625891176013,0,CAF,,,,
-667.0100672,513.0769506355164,0,CAF,,,,
-477.6727319,-484.0848205,0,CAF,,,,
-296.9973688,682.0172522918799,0,CAF,,,,
-578.4159259,-178.9413764,0,CAF,,,,
30.804138320867082,443.2238777451805,0,CAF,,,,
316.79252267995685,269.1564528905749,0,CAF,,,,
86.59742927316665,-32.03815089,0,CAF,,,,
98.76240481185278,791.820487,0,CAF,,,,
-475.7142345,505.14742469537805,0,CAF,,,,
147.94775748070367,191.7719226313926,0,CAF,,,,
2.477578787721768,255.6698896951989,0,CAF,,,,
138.76033485528205,-472.5089864,0,CAF,,,,
-113.7743668,120.15142528451963,0,CAF,,,,
143.66453965360074,347.1778928638246,0,CAF,,,,
-339.1289464,378.29093239601457,0,CAF,,,,
-636.1517915,203.3636794274181,0,CAF,,,,
-480.204448,-557.0428282,0,CAF,,,,
377.8243960304601,-91.9395095,0,CAF,,,,
-185.156023,400.32800850274475,0,CAF,,,,
-130.5091695,-233.1423931,0,CAF,,,,
623.5760092033452,-690.4276451,0,CAF,,,,
-92.16720472,472.88794767786703,0,CAF,,,,
-576.5688878,385.7427760506025,0,CAF,,,,
533.0870615772274,-253.6190404,0,CAF,,,,
359.24255512254535,-511.1375606,0,CAF,,,,
-493.4680928,213.12432079550024,0,CAF,,,,
-737.4045133,502.6953222962188,0,CAF,,,,
-481.9241042,113.65494620103266,0,CAF,,,,
143.45754399652878,365.23428325763393,0,CAF,,,,
21.505256495483877,274.53833997444394,0,CAF,,,,
-201.8430575,320.12515275881424,0,CAF,,,,
-308.0318296,-528.2545091,0,CAF,,,,
604.5483314955834,208.3793434256985,0,CAF,,,,
-311.0889962,624.7431462543739,0,CAF,,,,
712.3612233443332,265.0802307,0,CAF,,,,
151.54629736518416,-88.16581944,0,CAF,,,,
-496.8914825,344.21626269341164,0,CAF,,,,
618.4807314908066,-76.65367636,0,CAF,,,,
179.29963815566873,-60.69908802,0,CAF,,,,
509.4577111853289,-424.2471528,0,CAF,,,,
84.79815933092641,9.854585550906904,0,CAF,,,,
-547.8283369,-265.9432434,0,CAF,,,,
-539.8669655,478.9067444758034,0,CAF,,,,
46.074048715631875,158.0793987572299,0,CAF,,,,
-78.2984957,-195.3895698,0,CAF,,,,
-51.70751514,-117.1770569,0,CAF,,,,
649.3708526230728,548.4095170234023,0,CAF,,,,
204.7601039755108,-132.3514309,0,CAF,,,,
748.3147767,166.88467555421119,0,CAF,,,,
-58.55429456,103.83061386154384,0,CAF,,,,
-95.31990781,-318.1539172,0,CAF,,,,
-503.3879616,649.5030113887419,0,CAF,,,,
583.2596243028825,-193.0170811,0,CAF,,,,
26.186542893878823,540.0500770262686,0,CAF,,,,
-101.6571595,-174.0690171,0,CAF,,,,
625.0090560599967,-237.3459972,0,CAF,,,,
699.3364196916561,225.5122147341101,0,CAF,,,,
527.8803246647267,-392.7360447,0,CAF,,,,
-401.3868709,-600.273075,0,CAF,,,,
-128.2640628,-423.9764662,0,CAF,,,,
-489.9173212,-329.6979058,0,CAF,,,,
693.2220864366095,39.93264679773756,0,CAF,,,,
574.0881244203126,-305.6227186,0,CAF,,,,
335.1355224450965,-498.3356753,0,CAF,,,,
728.5387300816437,697.3030854294962,0,CAF,,,,
61.00958151,-83.61191499,0,CAF,,,,
371.8852129467823,238.9350869580794,0,CAF,,,,
-206.7472623,573.2489958720289,0,CAF,,,,
-160.8897629,-224.9581033,0,CAF,,,,
-408.1858821,617.8167531138913,0,CAF,,,,
-417.787296,259.2206613511246,0,CAF,,,,
272.8457524093101,-634.331822,0,CAF,,,,
-343.4917779,-157.2227552,0,CAF,,,,
192.05375517986715,74.30984861452225,0,CAF,,,,
-398.1386314,-55.73119226,0,CAF,,,,
-199.3750323,675.5366959512446,0,CAF,,,,
580.552758,617.8326759,0,CAF,,,,
104.78120160978938,-334.2995784,0,CAF,,,,
41.265380374423444,472.93571590642205,0,CAF,,,,
606.3635241806753,-430.4092543,0,CAF,,,,
-497.3532421,452.7138324847838,0,CAF,,,,
153.5844084501996,625.5074379112546,0,CAF,,,,
-114.4590447,-323.8064909,0,CAF,,,,
-524.6129778,-655.5886837,0,CAF,,,,
75.29228184847113,183.39655989140692,0,CAF,,,,
-35.05232611,-671.4795811,0,CAF,,,,
-262.7475489,713.8786607380989,0,CAF,,,,
-383.2190213,-449.8986915,0,CAF,,,,
119.7804253760753,-150.5511259,0,CAF,,,,
-430.3821856,62.92508747556849,0,CAF,,,,
192.2129826083841,388.01972827839336,0,CAF,,,,
-663.6981366,-701.5576423,0,CAF,,,,
94.33588229908491,-750.3290037,0,CAF,,,,
-688.2510061,277.818425,0,CAF,,,,
-700.3045225,-504.8003089,0,CAF,,,,
-522.0494162,79.99426781257341,0,CAF,,,,
-305.1338904,383.30659639429496,0,CAF,,,,
62.55408756712427,3.549179381640215,0,CAF,,,,
-104.7143261,647.2897501323578,0,CAF,,,,
118.20407383375857,778.7001468873027,0,CAF,,,,
-374.381899,-94.58268481,0,CAF,,,,
556.9234076261976,220.95831027852864,0,CAF,,,,
-68.77669547,-88.8186519,0,CAF,,,,
-334.2725098,-403.308746,0,CAF,,,,
780.2876443496157,132.79408310875635,0,CAF,,,,
-152.4825546,406.8722558147865,0,CAF,,,,
-79.60416061,-74.94994288,0,CAF,,,,
609.8506048651939,33.65908611,0,CAF,,,,
-345.3865843,321.3830494440974,0,CAF,,,,
-251.5379379,444.4021607162049,0,CAF,,,,
26.09100643676868,150.40463670271845,0,CAF,,,,
341.93453364276525,312.37077699004453,0,CAF,,,,
-148.7407101,445.19829785878915,0,CAF,,,,
592.3037422426387,773.7959420889842,0,CAF,,,,
-137.3241035,-379.9341595,0,CAF,,,,
-111.1471142,-294.3016484,0,CAF,,,,
172.32547678663116,106.69670757484687,0,CAF,,,,
-12.07580818,-93.24517441,0,CAF,,,,
-346.3897171,-52.0689614,0,CAF,,,,
-573.0499616,-526.6940803,0,CAF,,,,
689.7986967234976,58.57817867705887,0,CAF,,,,
-78.26665021,-352.6107327,0,CAF,,,,
586.5874775588841,210.3219181,0,CAF,,,,
-42.9977748,85.64684152,0,CAF,,,,
-761.6389279,540.1296907405272,0,CAF,,,,
-236.236182,435.1032788908217,0,CAF,,,,
-331.4860298,453.3507421988511,0,CAF,,,,
672.8887438150095,-574.6693045,0,CAF,,,,
722.3607058551906,-364.8234765,0,CAF,,,,
-90.47939398,437.79422243275644,0,CAF,,,,
-176.860274,725.4863402769761,0,CAF,,,,
547.9270579149963,-143.4814281,0,CAF,,,,
-716.1794971,-423.801316,0,CAF,,,,
391.69310505427666,155.53175990096065,0,CAF,,,,
357.6184353516737,108.52782300279046,0,CAF,,,,
-760.269572,765.2135836919267,0,CAF,,,,
-269.1644143,-80.09298882,0,CAF,,,,
-737.6751999,68.67319764502633,0,CAF,,,,
-302.1085692,427.07821649357334,0,CAF,,,,
-85.81403032,241.0528117573533,0,CAF,,,,
-763.2312022,378.3387006245696,0,CAF,,,,
322.8272422207449,332.5130466974242,0,CAF,,,,
-362.5194556,-524.2579007,0,CAF,,,,
-101.3705501,304.5367875,0,CAF,,,,
478.34467165313913,-253.3483538,0,CAF,,,,
573.3397555062834,-577.6627802,0,CAF,,,,
-476.430758,424.64203683726555,0,CAF,,,,
-164.6793757,623.2941766548706,0,CAF,,,,
-748.9325791,210.7996003391545,0,CAF,,,,
-263.5755315,-770.5508871,0,CAF,,,,
-699.2058532,674.3265674945167,0,CAF,,,,
-89.66733409,664.1360120694392,0,CAF,,,,
-201.1424568,11.924542121625905,0,CAF,,,,
-227.9563558,-327.2935716,0,CAF,,,,
-504.3274034,172.79201315218563,0,CAF,,,,
149.85848662290562,747.4278799,0,CAF,,,,
507.24444992894473,186.48557200463347,0,CAF,,,,
33.733923005577026,-115.7440101,0,CAF,,,,
-18.23790966,-142.2872224,0,CAF,,,,
633.8780238283846,114.02116928662133,0,CAF,,,,
102.29725372492669,141.45605522007224,0,CAF,,,,
-411.784422,-231.9959556,0,CAF,,,,
671.4238514726549,598.2795476348756,0,CAF,,,,
-52.34442485,-167.7476882,0,CAF,,,,
-403.361291,205.2584858267685,0,CAF,,,,
531.1763324350252,488.36485372970355,0,CAF,,,,
587.8612969870189,576.3220852,0,CAF,,,,
126.34059543096896,47.002344623884824,0,CAF,,,,
-633.7633801,-636.497315,0,CAF,,,,
609.3888453224952,684.9948052051448,0,CAF,,,,
-646.6926473,242.08779004271264,0,CAF,,,,
-193.8657633,-211.8536859,0,CAF,,,,
95.49824252725773,-299.1899305,0,CAF,,,,
-710.1129321,227.39109839060882,0,CAF,,,,
-283.5904193,662.2412056700887,0,CAF,,,,
422.59914892939446,-609.253502,0,CAF,,,,
-790.7090795,-364.0910303,0,CAF,,,,
-522.065339,-424.6929896,0,CAF,,,,
242.8473049,743.7815718135607,0,CAF,,,,
257.4643828145836,-628.3130252,0,CAF,,,,
-713.7910857,272.5002288894284,0,CAF,,,,
-426.6403411,-451.4272749,0,CAF,,,,
126.32467268811729,433.3995454056917,0,CAF,,,,
-544.8826295,-640.5894599,0,CAF,,,,
-553.1306103,581.2899810121291,0,CAF,,,,
631.5055351434837,593.2957291222986,0,CAF,,,,
-766.7978966,601.2730232909921,0,CAF,,,,
-213.1959731,662.0342100130167,0,CAF,,,,
-187.942503,632.2905263660718,0,CAF,,,,
319.19685685056106,107.41323100317265,0,CAF,,,,
-23.18988269,-230.5788315,0,CAF,,,,
-329.7663736,-587.0731212,0,CAF,,,,
-441.6077193,770.4043978615757,0,CAF,,,,
-762.3076831,454.4812569413207,0,CAF,,,,
272.57506578083144,-69.32921465,0,CAF,,,,
-729.0928415,-320.3831012,0,CAF,,,,
-114.1405899,511.54836732175477,0,CAF,,,,
74.33691727737028,60.34560313359577,0,CAF,,,,
-367.1529738,-704.3759678,0,CAF,,,,
-750.1108621,-67.29110357,0,CAF,,,,
470.5584503986654,156.58266092917165,0,CAF,,,,
-707.0239199,-185.9314606,0,CAF,,,,
-467.5299447,-652.8658947,0,CAF,,,,
598.0359296692448,549.6833364515371,0,CAF,,,,
-517.2248251,111.05953911620827,0,CAF,,,,
-41.24627308,427.6195897505306,0,CAF,,,,
12.445215812875745,234.0945731311674,0,CAF,,,,
-127.4042347,628.2302269388927,0,CAF,,,,
-737.9140411,274.49057174588893,0,CAF,,,,
-234.2139937,11.74939195025729,0,CAF,,,,
-271.2502936,80.91778689797115,0,CAF,,,,
-348.1571415,-365.4922317,0,CAF,,,,
563.5791141382015,-81.92410425,0,CAF,,,,
-447.4195205,379.89912942403475,0,CAF,,,,
594.0711666991756,707.4458726260186,0,CAF,,,,
-774.329354,-435.7433732,0,CAF,,,,
-709.6511725,165.05356012626737,0,CAF,,,,
-433.3438158,-557.2975921,0,CAF,,,,
-353.3638785,-223.365829,0,CAF,,,,
-458.1992174,502.9819316675489,0,CAF,,,,
102.69532229621859,-561.7400373,0,CAF,,,,
143.0435526823851,408.3053026714383,0,CAF,,,,
38.46297763252687,334.6148487538462,0,CAF,,,,
138.4578027411003,-693.1663568,0,CAF,,,,
304.1020966271649,709.9298205108812,0,CAF,,,,
-668.0768909,722.0311050781609,0,CAF,,,,
-679.4138838,349.98029560572127,0,CAF,,,,
-600.1504699,-346.3849403,0,CAF,,,,
-394.4127095,235.67092467348425,0,CAF,,,,
95.16386493,269.6819034046805,0,CAF,,,,
-10.84975698,510.1312432079551,0,CAF,,,,
-427.1021006,-508.0485484,0,CAF,,,,
-303.9078392,9.058448408,0,CAF,,,,
-215.250007,53.10075514,0,CAF,,,,
-503.2446569,-687.7526243,0,CAF,,,,
71.88481487821082,-28.43961101,0,CAF,,,,
603.5929669244824,435.1032788908217,0,CAF,,,,
281.4281108063674,-154.9617257,0,CAF,,,,
-440.2702089,202.45608308487226,0,CAF,,,,
255.8084175580084,-145.1533161,0,CAF,,,,
-18.34936886,746.4247471,0,CAF,,,,
654.2432119356879,-137.4944768,0,CAF,,,,
-491.7802821,731.5051370749125,0,CAF,,,,
-664.9241878,178.33312766457152,0,CAF,,,,
-540.3128023,-310.8135327,0,CAF,,,,
792.3889289168951,-746.6508501,0,CAF,,,,
470.82913702714427,-281.1016946,0,CAF,,,,
436.4678579532108,-20.60562152,0,CAF,,,,
224.1221593,412.22229741295223,0,CAF,,,,
-390.2250282,-565.9436415,0,CAF,,,,
-411.0838213,-115.4414779,0,CAF,,,,
-356.4528906,393.7041474764442,0,CAF,,,,
-178.0385569,322.83201904360044,0,CAF,,,,
637.9860915,-84.16921099,0,CAF,,,,
213.23100317260662,709.6432111395511,0,CAF,,,,
-475.3639342,-296.244223,0,CAF,,,,
-422.3571232,-582.6943669,0,CAF,,,,
-641.262992,-750.5041538,0,CAF,,,,
