x,y,z,ecm_density,ecm_orientation_x,ecm_orientation_y
-470,-110,0.0,70,-0.3673474046720173,-0.9300838049771285
-470,-90,0.0,71,0.6992077062321952,-0.7149185852567496
-470,-70,0.0,72,0.9380156494621107,0.34659290437655327
-470,-50,0.0,73,0.06636701425925702,0.9977952793125009
-470,-30,0.0,74,-0.883849273431478,0.46777180532247614
-470,-10,0.0,75,-0.7877330819276289,-0.6160167137641636
-470,10,0.0,76,0.24092979296818903,-0.970542546651256
-470,30,0.0,77,0.9843713352610934,-0.176105293265966
-470,50,0.0,78,0.5624787751985085,0.8268117243068012
-470,70,0.0,79,-0.525296338642536,0.8509193596391765
-470,90,0.0,80,-0.9912068010710522,-0.13232187086982847
-470,110,0.0,81,-0.2836910914865273,-0.9589157234143065
-470,130,0.0,82,0.7596683100072248,-0.6503107401625525
-470,150,0.0,83,0.903705111970614,0.42815542808445156
-470,170,0.0,84,-0.022096619278683942,0.9997558399011495
-470,190,0.0,85,-0.9217395798793158,0.3878094208292295
-470,210,0.0,86,-0.7301941571456378,-0.6832397038158508
-470,230,0.0,87,0.32578130553514806,-0.9454451549211168
-470,250,0.0,88,0.9960851708717215,-0.08839871248753149
-470,270,0.0,89,0.4871876750070059,0.8732972972139946
-470,290,0.0,90,-0.5984600690578581,0.8011526357338304
-470,310,0.0,91,-0.9756293127952373,-0.21942525837900473
-470,330,0.0,92,-0.19781357400426822,-0.9802396594403116
-470,350,0.0,93,0.8141809705265618,-0.5806111842123143
-470,370,0.0,94,0.8623188722876839,0.5063656411097588
-470,390,0.0,95,-0.11038724383904756,0.9938886539233752
-470,410,0.0,96,-0.9524129804151563,0.3048106211022167
-470,430,0.0,97,-0.6669380616522619,-0.7451131604793488
-470,450,0.0,98,0.40808206181339196,-0.9129452507276277
-470,470,0.0,99,1.0,0.0
-470,490,0.0,100,0.40808206181339196,0.9129452507276277
-450,-490,0.0,101,-0.7876587984994263,0.6161116921033395
-450,-470,0.0,102,-0.8839056697206111,-0.46766522966301216
-450,-450,0.0,103,0.06624670220315812,-0.9978032744219705
-450,-430,0.0,104,0.9379738513674162,-0.3467060053575308
-450,-410,0.0,105,0.6992939041829684,0.7148342714031982
-450,-390,0.0,106,-0.3672352549023715,0.9301280920157128
-450,-370,0.0,107,-0.9990181441652212,0.044302907677458626
-450,-350,0.0,108,-0.44812751321749233,-0.8939696481970214
-450,-330,0.0,109,0.6332725450670165,-0.773928862147125
-450,-310,0.0,110,0.9649818449790168,0.26231667667323905
-450,-290,0.0,111,0.15431101675603995,0.9880223226768295
-450,-270,0.0,112,-0.8390387292223656,0.5440716964379951
-450,-250,0.0,113,-0.8391043258807425,-0.5439705233633756
-450,-230,0.0,114,0.15419188245846607,-0.9880409219176677
-450,-210,0.0,115,0.9649502084978204,-0.2624330297809573
-450,-190,0.0,116,0.63336585880364,0.773852498155771
-450,-170,0.0,117,-0.4480197174122222,0.8940236757546596
-450,-150,0.0,118,-0.9990234788329058,-0.044182448331873195
-450,-130,0.0,119,-0.3673474046720173,-0.9300838049771285
-450,-110,0.0,120,0.6992077062321952,-0.7149185852567496
-450,-90,0.0,121,0.9380156494621107,0.34659290437655327
-450,-70,0.0,122,0.06636701425925702,0.9977952793125009
-450,-50,0.0,123,-0.883849273431478,0.46777180532247614
-450,-30,0.0,124,-0.7877330819276289,-0.6160167137641636
-450,-10,0.0,125,0.24092979296818903,-0.970542546651256
-450,10,0.0,126,0.9843713352610934,-0.176105293265966
-450,30,0.0,127,0.5624787751985085,0.8268117243068012
-450,50,0.0,128,-0.525296338642536,0.8509193596391765
-450,70,0.0,129,-0.9912068010710522,-0.13232187086982847
-450,90,0.0,130,-0.2836910914865273,-0.9589157234143065
-450,110,0.0,131,0.7596683100072248,-0.6503107401625525
-450,130,0.0,132,0.903705111970614,0.42815542808445156
-450,150,0.0,133,-0.022096619278683942,0.9997558399011495
-450,170,0.0,134,-0.9217395798793158,0.3878094208292295
-450,190,0.0,135,-0.7301941571456378,-0.6832397038158508
-450,210,0.0,136,0.32578130553514806,-0.9454451549211168
-450,230,0.0,137,0.9960851708717215,-0.08839871248753149
-450,250,0.0,138,0.4871876750070059,0.8732972972139946
-450,270,0.0,139,-0.5984600690578581,0.8011526357338304
-450,290,0.0,140,-0.9756293127952373,-0.21942525837900473
-450,310,0.0,141,-0.19781357400426822,-0.9802396594403116
-450,330,0.0,142,0.8141809705265618,-0.5806111842123143
-450,350,0.0,143,0.8623188722876839,0.5063656411097588
-450,370,0.0,144,-0.11038724383904756,0.9938886539233752
-450,390,0.0,145,-0.9524129804151563,0.3048106211022167
-450,410,0.0,146,-0.6669380616522619,-0.7451131604793488
-450,430,0.0,147,0.40808206181339196,-0.9129452507276277
-450,450,0.0,148,1.0,0.0
-450,470,0.0,149,0.40808206181339196,0.9129452507276277
-450,490,0.0,150,-0.6669380616522619,0.7451131604793488
-430,-490,0.0,151,-0.8839056697206111,-0.46766522966301216
-430,-470,0.0,152,0.06624670220315812,-0.9978032744219705
-430,-450,0.0,153,0.9379738513674162,-0.3467060053575308
-430,-430,0.0,154,0.6992939041829684,0.7148342714031982
-430,-410,0.0,155,-0.3672352549023715,0.9301280920157128
-430,-390,0.0,156,-0.9990181441652212,0.044302907677458626
-430,-370,0.0,157,-0.44812751321749233,-0.8939696481970214
-430,-350,0.0,158,0.6332725450670165,-0.773928862147125
-430,-330,0.0,159,0.9649818449790168,0.26231667667323905
-430,-310,0.0,160,0.15431101675603995,0.9880223226768295
-430,-290,0.0,161,-0.8390387292223656,0.5440716964379951
-430,-270,0.0,162,-0.8391043258807425,-0.5439705233633756
-430,-250,0.0,163,0.15419188245846607,-0.9880409219176677
-430,-230,0.0,164,0.9649502084978204,-0.2624330297809573
-430,-210,0.0,165,0.63336585880364,0.773852498155771
-430,-190,0.0,166,-0.4480197174122222,0.8940236757546596
-430,-170,0.0,167,-0.9990234788329058,-0.044182448331873195
-430,-150,0.0,168,-0.3673474046720173,-0.9300838049771285
-430,-130,0.0,169,0.6992077062321952,-0.7149185852567496
-430,-110,0.0,170,0.9380156494621107,0.34659290437655327
-430,-90,0.0,171,0.06636701425925702,0.9977952793125009
-430,-70,0.0,172,-0.883849273431478,0.46777180532247614
-430,-50,0.0,173,-0.7877330819276289,-0.6160167137641636
-430,-30,0.0,174,0.24092979296818903,-0.970542546651256
-430,-10,0.0,175,0.9843713352610934,-0.176105293265966
-430,10,0.0,176,0.5624787751985085,0.8268117243068012
-430,30,0.0,177,-0.525296338642536,0.8509193596391765
-430,50,0.0,178,-0.9912068010710522,-0.13232187086982847
-430,70,0.0,179,-0.2836910914865273,-0.9589157234143065
-430,90,0.0,180,0.7596683100072248,-0.6503107401625525
-430,110,0.0,181,0.903705111970614,0.42815542808445156
-430,130,0.0,182,-0.022096619278683942,0.9997558399011495
-430,150,0.0,183,-0.9217395798793158,0.3878094208292295
-430,170,0.0,184,-0.7301941571456378,-0.6832397038158508
-430,190,0.0,185,0.32578130553514806,-0.9454451549211168
-430,210,0.0,186,0.9960851708717215,-0.08839871248753149
-430,230,0.0,187,0.4871876750070059,0.8732972972139946
-430,250,0.0,188,-0.5984600690578581,0.8011526357338304
-430,270,0.0,189,-0.9756293127952373,-0.21942525837900473
-430,290,0.0,190,-0.19781357400426822,-0.9802396594403116
-430,310,0.0,191,0.8141809705265618,-0.5806111842123143
-430,330,0.0,192,0.8623188722876839,0.5063656411097588
-430,350,0.0,193,-0.11038724383904756,0.9938886539233752
-430,370,0.0,194,-0.9524129804151563,0.3048106211022167
-430,390,0.0,195,-0.6669380616522619,-0.7451131604793488
-430,410,0.0,196,0.40808206181339196,-0.9129452507276277
-430,430,0.0,197,1.0,0.0
-430,450,0.0,198,0.40808206181339196,0.9129452507276277
-430,470,0.0,199,-0.6669380616522619,0.7451131604793488
-430,490,0.0,200,-0.9524129804151563,-0.3048106211022167
-410,-490,0.0,201,0.06624670220315812,-0.9978032744219705
-410,-470,0.0,202,0.9379738513674162,-0.3467060053575308
-410,-450,0.0,203,0.6992939041829684,0.7148342714031982
-410,-430,0.0,204,-0.3672352549023715,0.9301280920157128
-410,-410,0.0,205,-0.9990181441652212,0.044302907677458626
-410,-390,0.0,206,-0.44812751321749233,-0.8939696481970214
-410,-370,0.0,207,0.6332725450670165,-0.773928862147125
-410,-350,0.0,208,0.9649818449790168,0.26231667667323905
-410,-330,0.0,209,0.15431101675603995,0.9880223226768295
-410,-310,0.0,210,-0.8390387292223656,0.5440716964379951
-410,-290,0.0,211,-0.8391043258807425,-0.5439705233633756
-410,-270,0.0,212,0.15419188245846607,-0.9880409219176677
-410,-250,0.0,213,0.9649502084978204,-0.2624330297809573
-410,-230,0.0,214,0.63336585880364,0.773852498155771
-410,-210,0.0,215,-0.4480197174122222,0.8940236757546596
-410,-190,0.0,216,-0.9990234788329058,-0.044182448331873195
-410,-170,0.0,217,-0.3673474046720173,-0.9300838049771285
-410,-150,0.0,218,0.6992077062321952,-0.7149185852567496
-410,-130,0.0,219,0.9380156494621107,0.34659290437655327
-410,-110,0.0,220,0.06636701425925702,0.9977952793125009
-410,-90,0.0,221,-0.883849273431478,0.46777180532247614
-410,-70,0.0,222,-0.7877330819276289,-0.6160167137641636
-410,-50,0.0,223,0.24092979296818903,-0.970542546651256
-410,-30,0.0,224,0.9843713352610934,-0.176105293265966
-410,-10,0.0,225,0.5624787751985085,0.8268117243068012
-410,10,0.0,226,-0.525296338642536,0.8509193596391765
-410,30,0.0,227,-0.9912068010710522,-0.13232187086982847
-410,50,0.0,228,-0.2836910914865273,-0.9589157234143065
-410,70,0.0,229,0.7596683100072248,-0.6503107401625525
-410,90,0.0,230,0.903705111970614,0.42815542808445156
-410,110,0.0,231,-0.022096619278683942,0.9997558399011495
-410,130,0.0,232,-0.9217395798793158,0.3878094208292295
-410,150,0.0,233,-0.7301941571456378,-0.6832397038158508
-410,170,0.0,234,0.32578130553514806,-0.9454451549211168
-410,190,0.0,235,0.9960851708717215,-0.08839871248753149
-410,210,0.0,236,0.4871876750070059,0.8732972972139946
-410,230,0.0,237,-0.5984600690578581,0.8011526357338304
-410,250,0.0,238,-0.9756293127952373,-0.21942525837900473
-410,270,0.0,239,-0.19781357400426822,-0.9802396594403116
-410,290,0.0,240,0.8141809705265618,-0.5806111842123143
-410,310,0.0,241,0.8623188722876839,0.5063656411097588
-410,330,0.0,242,-0.11038724383904756,0.9938886539233752
-410,350,0.0,243,-0.9524129804151563,0.3048106211022167
-410,370,0.0,244,-0.6669380616522619,-0.7451131604793488
-410,390,0.0,245,0.40808206181339196,-0.9129452507276277
-410,410,0.0,246,1.0,0.0
-410,430,0.0,247,0.40808206181339196,0.9129452507276277
-410,450,0.0,248,-0.6669380616522619,0.7451131604793488
-410,470,0.0,249,-0.9524129804151563,-0.3048106211022167
-410,490,0.0,250,-0.11038724383904756,-0.9938886539233752
-390,-490,0.0,251,0.9379738513674162,-0.3467060053575308
-390,-470,0.0,252,0.6992939041829684,0.7148342714031982
-390,-450,0.0,253,-0.3672352549023715,0.9301280920157128
-390,-430,0.0,254,-0.9990181441652212,0.044302907677458626
-390,-410,0.0,255,-0.44812751321749233,-0.8939696481970214
-390,-390,0.0,256,0.6332725450670165,-0.773928862147125
-390,-370,0.0,257,0.9649818449790168,0.26231667667323905
-390,-350,0.0,258,0.15431101675603995,0.9880223226768295
-390,-330,0.0,259,-0.8390387292223656,0.5440716964379951
-390,-310,0.0,260,-0.8391043258807425,-0.5439705233633756
-390,-290,0.0,261,0.15419188245846607,-0.9880409219176677
-390,-270,0.0,262,0.9649502084978204,-0.2624330297809573
-390,-250,0.0,263,0.63336585880364,0.773852498155771
-390,-230,0.0,264,-0.4480197174122222,0.8940236757546596
-390,-210,0.0,265,-0.9990234788329058,-0.044182448331873195
-390,-190,0.0,266,-0.3673474046720173,-0.9300838049771285
-390,-170,0.0,267,0.6992077062321952,-0.7149185852567496
-390,-150,0.0,268,0.9380156494621107,0.34659290437655327
-390,-130,0.0,269,0.06636701425925702,0.9977952793125009
-390,-110,0.0,270,-0.883849273431478,0.46777180532247614
-390,-90,0.0,271,-0.7877330819276289,-0.6160167137641636
-390,-70,0.0,272,0.24092979296818903,-0.970542546651256
-390,-50,0.0,273,0.9843713352610934,-0.176105293265966
-390,-30,0.0,274,0.5624787751985085,0.8268117243068012
-390,-10,0.0,275,-0.525296338642536,0.8509193596391765
-390,10,0.0,276,-0.9912068010710522,-0.13232187086982847
-390,30,0.0,277,-0.2836910914865273,-0.9589157234143065
-390,50,0.0,278,0.7596683100072248,-0.6503107401625525
-390,70,0.0,279,0.903705111970614,0.42815542808445156
-390,90,0.0,280,-0.022096619278683942,0.9997558399011495
-390,110,0.0,281,-0.9217395798793158,0.3878094208292295
-390,130,0.0,282,-0.7301941571456378,-0.6832397038158508
-390,150,0.0,283,0.32578130553514806,-0.9454451549211168
-390,170,0.0,284,0.9960851708717215,-0.08839871248753149
-390,190,0.0,285,0.4871876750070059,0.8732972972139946
-390,210,0.0,286,-0.5984600690578581,0.8011526357338304
-390,230,0.0,287,-0.9756293127952373,-0.21942525837900473
-390,250,0.0,288,-0.19781357400426822,-0.9802396594403116
-390,270,0.0,289,0.8141809705265618,-0.5806111842123143
-390,290,0.0,290,0.8623188722876839,0.5063656411097588
-390,310,0.0,291,-0.11038724383904756,0.9938886539233752
-390,330,0.0,292,-0.9524129804151563,0.3048106211022167
-390,350,0.0,293,-0.6669380616522619,-0.7451131604793488
-390,370,0.0,294,0.40808206181339196,-0.9129452507276277
-390,390,0.0,295,1.0,0.0
-390,410,0.0,296,0.40808206181339196,0.9129452507276277
-390,430,0.0,297,-0.6669380616522619,0.7451131604793488
-390,450,0.0,298,-0.9524129804151563,-0.3048106211022167
-390,470,0.0,299,-0.11038724383904756,-0.9938886539233752
-390,490,0.0,300,0.8623188722876839,-0.5063656411097588
-370,-490,0.0,301,0.6992939041829684,0.7148342714031982
-370,-470,0.0,302,-0.3672352549023715,0.9301280920157128
-370,-450,0.0,303,-0.9990181441652212,0.044302907677458626
-370,-430,0.0,304,-0.44812751321749233,-0.8939696481970214
-370,-410,0.0,305,0.6332725450670165,-0.773928862147125
-370,-390,0.0,306,0.9649818449790168,0.26231667667323905
-370,-370,0.0,307,0.15431101675603995,0.9880223226768295
-370,-350,0.0,308,-0.8390387292223656,0.5440716964379951
-370,-330,0.0,309,-0.8391043258807425,-0.5439705233633756
-370,-310,0.0,310,0.15419188245846607,-0.9880409219176677
-370,-290,0.0,311,0.9649502084978204,-0.2624330297809573
-370,-270,0.0,312,0.63336585880364,0.773852498155771
-370,-250,0.0,313,-0.4480197174122222,0.8940236757546596
-370,-230,0.0,314,-0.9990234788329058,-0.044182448331873195
-370,-210,0.0,315,-0.3673474046720173,-0.9300838049771285
-370,-190,0.0,316,0.6992077062321952,-0.7149185852567496
-370,-170,0.0,317,0.9380156494621107,0.34659290437655327
-370,-150,0.0,318,0.06636701425925702,0.9977952793125009
-370,-130,0.0,319,-0.883849273431478,0.46777180532247614
-370,-110,0.0,320,-0.7877330819276289,-0.6160167137641636
-370,-90,0.0,321,0.24092979296818903,-0.970542546651256
-370,-70,0.0,322,0.9843713352610934,-0.176105293265966
-370,-50,0.0,323,0.5624787751985085,0.8268117243068012
-370,-30,0.0,324,-0.525296338642536,0.8509193596391765
-370,-10,0.0,325,-0.9912068010710522,-0.13232187086982847
-370,10,0.0,326,-0.2836910914865273,-0.9589157234143065
-370,30,0.0,327,0.7596683100072248,-0.6503107401625525
-370,50,0.0,328,0.903705111970614,0.42815542808445156
-370,70,0.0,329,-0.022096619278683942,0.9997558399011495
-370,90,0.0,330,-0.9217395798793158,0.3878094208292295
-370,110,0.0,331,-0.7301941571456378,-0.6832397038158508
-370,130,0.0,332,0.32578130553514806,-0.9454451549211168
-370,150,0.0,333,0.9960851708717215,-0.08839871248753149
-370,170,0.0,334,0.4871876750070059,0.8732972972139946
-370,190,0.0,335,-0.5984600690578581,0.8011526357338304
-370,210,0.0,336,-0.9756293127952373,-0.21942525837900473
-370,230,0.0,337,-0.19781357400426822,-0.9802396594403116
-370,250,0.0,338,0.8141809705265618,-0.5806111842123143
-370,270,0.0,339,0.8623188722876839,0.5063656411097588
-370,290,0.0,340,-0.11038724383904756,0.9938886539233752
-370,310,0.0,341,-0.9524129804151563,0.3048106211022167
-370,330,0.0,342,-0.6669380616522619,-0.7451131604793488
-370,350,0.0,343,0.40808206181339196,-0.9129452507276277
-370,370,0.0,344,1.0,0.0
-370,390,0.0,345,0.40808206181339196,0.9129452507276277
-370,410,0.0,346,-0.6669380616522619,0.7451131604793488
-370,430,0.0,347,-0.9524129804151563,-0.3048106211022167
-370,450,0.0,348,-0.11038724383904756,-0.9938886539233752
-370,470,0.0,349,0.8623188722876839,-0.5063656411097588
-370,490,0.0,350,0.8141809705265618,0.5806111842123143
-350,-490,0.0,351,-0.3672352549023715,0.9301280920157128
-350,-470,0.0,352,-0.9990181441652212,0.044302907677458626
-350,-450,0.0,353,-0.44812751321749233,-0.8939696481970214
-350,-430,0.0,354,0.6332725450670165,-0.773928862147125
-350,-410,0.0,355,0.9649818449790168,0.26231667667323905
-350,-390,0.0,356,0.15431101675603995,0.9880223226768295
-350,-370,0.0,357,-0.8390387292223656,0.5440716964379951
-350,-350,0.0,358,-0.8391043258807425,-0.5439705233633756
-350,-330,0.0,359,0.15419188245846607,-0.9880409219176677
-350,-310,0.0,360,0.9649502084978204,-0.2624330297809573
-350,-290,0.0,361,0.63336585880364,0.773852498155771
-350,-270,0.0,362,-0.4480197174122222,0.8940236757546596
-350,-250,0.0,363,-0.9990234788329058,-0.044182448331873195
-350,-230,0.0,364,-0.3673474046720173,-0.9300838049771285
-350,-210,0.0,365,0.6992077062321952,-0.7149185852567496
-350,-190,0.0,366,0.9380156494621107,0.34659290437655327
-350,-170,0.0,367,0.06636701425925702,0.9977952793125009
-350,-150,0.0,368,-0.883849273431478,0.46777180532247614
-350,-130,0.0,369,-0.7877330819276289,-0.6160167137641636
-350,-110,0.0,370,0.24092979296818903,-0.970542546651256
-350,-90,0.0,371,0.9843713352610934,-0.176105293265966
-350,-70,0.0,372,0.5624787751985085,0.8268117243068012
-350,-50,0.0,373,-0.525296338642536,0.8509193596391765
-350,-30,0.0,374,-0.9912068010710522,-0.13232187086982847
-350,-10,0.0,375,-0.2836910914865273,-0.9589157234143065
-350,10,0.0,376,0.7596683100072248,-0.6503107401625525
-350,30,0.0,377,0.903705111970614,0.42815542808445156
-350,50,0.0,378,-0.022096619278683942,0.9997558399011495
-350,70,0.0,379,-0.9217395798793158,0.3878094208292295
-350,90,0.0,380,-0.7301941571456378,-0.6832397038158508
-350,110,0.0,381,0.32578130553514806,-0.9454451549211168
-350,130,0.0,382,0.9960851708717215,-0.08839871248753149
-350,150,0.0,383,0.4871876750070059,0.8732972972139946
-350,170,0.0,384,-0.5984600690578581,0.8011526357338304
-350,190,0.0,385,-0.9756293127952373,-0.21942525837900473
-350,210,0.0,386,-0.19781357400426822,-0.9802396594403116
-350,230,0.0,387,0.8141809705265618,-0.5806111842123143
-350,250,0.0,388,0.8623188722876839,0.5063656411097588
-350,270,0.0,389,-0.11038724383904756,0.9938886539233752
-350,290,0.0,390,-0.9524129804151563,0.3048106211022167
-350,310,0.0,391,-0.6669380616522619,-0.7451131604793488
-350,330,0.0,392,0.40808206181339196,-0.9129452507276277
-350,350,0.0,393,1.0,0.0
-350,370,0.0,394,0.40808206181339196,0.9129452507276277
-350,390,0.0,395,-0.6669380616522619,0.7451131604793488
-350,410,0.0,396,-0.9524129804151563,-0.3048106211022167
-350,430,0.0,397,-0.11038724383904756,-0.9938886539233752
-350,450,0.0,398,0.8623188722876839,-0.5063656411097588
-350,470,0.0,399,0.8141809705265618,0.5806111842123143
-350,490,0.0,400,-0.19781357400426822,0.9802396594403116
-330,-490,0.0,401,-0.9990181441652212,0.044302907677458626
-330,-470,0.0,402,-0.44812751321749233,-0.8939696481970214
-330,-450,0.0,403,0.6332725450670165,-0.773928862147125
-330,-430,0.0,404,0.9649818449790168,0.26231667667323905
-330,-410,0.0,405,0.15431101675603995,0.9880223226768295
-330,-390,0.0,406,-0.8390387292223656,0.5440716964379951
-330,-370,0.0,407,-0.8391043258807425,-0.5439705233633756
-330,-350,0.0,408,0.15419188245846607,-0.9880409219176677
-330,-330,0.0,409,0.9649502084978204,-0.2624330297809573
-330,-310,0.0,410,0.63336585880364,0.773852498155771
-330,-290,0.0,411,-0.4480197174122222,0.8940236757546596
-330,-270,0.0,412,-0.9990234788329058,-0.044182448331873195
-330,-250,0.0,413,-0.3673474046720173,-0.9300838049771285
-330,-230,0.0,414,0.6992077062321952,-0.7149185852567496
-330,-210,0.0,415,0.9380156494621107,0.34659290437655327
-330,-190,0.0,416,0.06636701425925702,0.9977952793125009
-330,-170,0.0,417,-0.883849273431478,0.46777180532247614
-330,-150,0.0,418,-0.7877330819276289,-0.6160167137641636
-330,-130,0.0,419,0.24092979296818903,-0.970542546651256
-330,-110,0.0,420,0.9843713352610934,-0.176105293265966
-330,-90,0.0,421,0.5624787751985085,0.8268117243068012
-330,-70,0.0,422,-0.525296338642536,0.8509193596391765
-330,-50,0.0,423,-0.9912068010710522,-0.13232187086982847
-330,-30,0.0,424,-0.2836910914865273,-0.9589157234143065
-330,-10,0.0,425,0.7596683100072248,-0.6503107401625525
-330,10,0.0,426,0.903705111970614,0.42815542808445156
-330,30,0.0,427,-0.022096619278683942,0.9997558399011495
-330,50,0.0,428,-0.9217395798793158,0.3878094208292295
-330,70,0.0,429,-0.7301941571456378,-0.6832397038158508
-330,90,0.0,430,0.32578130553514806,-0.9454451549211168
-330,110,0.0,431,0.9960851708717215,-0.08839871248753149
-330,130,0.0,432,0.4871876750070059,0.8732972972139946
-330,150,0.0,433,-0.5984600690578581,0.8011526357338304
-330,170,0.0,434,-0.9756293127952373,-0.21942525837900473
-330,190,0.0,435,-0.19781357400426822,-0.9802396594403116
-330,210,0.0,436,0.8141809705265618,-0.5806111842123143
-330,230,0.0,437,0.8623188722876839,0.5063656411097588
-330,250,0.0,438,-0.11038724383904756,0.9938886539233752
-330,270,0.0,439,-0.9524129804151563,0.3048106211022167
-330,290,0.0,440,-0.6669380616522619,-0.7451131604793488
-330,310,0.0,441,0.40808206181339196,-0.9129452507276277
-330,330,0.0,442,1.0,0.0
-330,350,0.0,443,0.40808206181339196,0.9129452507276277
-330,370,0.0,444,-0.6669380616522619,0.7451131604793488
-330,390,0.0,445,-0.9524129804151563,-0.3048106211022167
-330,410,0.0,446,-0.11038724383904756,-0.9938886539233752
-330,430,0.0,447,0.8623188722876839,-0.5063656411097588
-330,450,0.0,448,0.8141809705265618,0.5806111842123143
-330,470,0.0,449,-0.19781357400426822,0.9802396594403116
-330,490,0.0,450,-0.9756293127952373,0.21942525837900473
-310,-490,0.0,451,-0.44812751321749233,-0.8939696481970214
-310,-470,0.0,452,0.6332725450670165,-0.773928862147125
-310,-450,0.0,453,0.9649818449790168,0.26231667667323905
-310,-430,0.0,454,0.15431101675603995,0.9880223226768295
-310,-410,0.0,455,-0.8390387292223656,0.5440716964379951
-310,-390,0.0,456,-0.8391043258807425,-0.5439705233633756
-310,-370,0.0,457,0.15419188245846607,-0.9880409219176677
-310,-350,0.0,458,0.9649502084978204,-0.2624330297809573
-310,-330,0.0,459,0.63336585880364,0.773852498155771
-310,-310,0.0,460,-0.4480197174122222,0.8940236757546596
-310,-290,0.0,461,-0.9990234788329058,-0.044182448331873195
-310,-270,0.0,462,-0.3673474046720173,-0.9300838049771285
